connected_hours,earnings,driver_classification,week,app
4,11.083055675733242,occasional,2020-10-25,uber
12,32.22449832319038,occasional,2020-10-25,uber
8,38.754676565100866,occasional,2020-10-25,uber
2,11.017455097849835,occasional,2020-10-25,uber
7,25.511469388147443,occasional,2020-10-25,uber
10,28.93984010404866,occasional,2020-10-25,uber
10,58.95205131093546,occasional,2020-10-25,uber
3,16.08532441835387,occasional,2020-10-25,uber
6,15.558597850434028,occasional,2020-10-25,uber
12,55.17700955449165,occasional,2020-10-25,uber
3,11.483730820007446,occasional,2020-10-25,uber
6,17.49359925882765,occasional,2020-10-25,uber
2,6.576290689522283,occasional,2020-10-25,uber
8,38.63066137682964,occasional,2020-10-25,uber
18,44.669114734881724,occasional,2020-10-25,uber
3,13.746904364331813,occasional,2020-10-25,uber
13,73.0530010252359,occasional,2020-10-25,uber
9,28.140479758001856,occasional,2020-10-25,uber
9,51.96448877901089,occasional,2020-10-25,uber
11,66.52221717029562,occasional,2020-10-25,uber
9,33.32846903799964,occasional,2020-10-25,uber
9,45.03052597858233,occasional,2020-10-25,uber
11,32.91094252675722,occasional,2020-10-25,uber
10,59.601280205245374,occasional,2020-10-25,uber
10,52.46352857958741,occasional,2020-10-25,uber
13,50.31075983339459,occasional,2020-10-25,uber
6,47.083971038144156,occasional,2020-10-25,uber
10,26.914876610640704,occasional,2020-10-25,uber
5,19.742069477986487,occasional,2020-10-25,uber
14,17.95519274201654,occasional,2020-10-25,uber
4,26.9665327578415,occasional,2020-10-25,uber
8,25.06721803669407,occasional,2020-10-25,uber
7,37.979041736388815,occasional,2020-10-25,uber
5,27.853617064119618,occasional,2020-10-25,uber
5,21.591502786642344,occasional,2020-10-25,uber
7,33.718080146378846,occasional,2020-10-25,uber
10,17.44685778534231,occasional,2020-10-25,uber
1,2.2150138360163436,occasional,2020-10-25,uber
9,37.4126796121247,occasional,2020-10-25,uber
10,23.741089078227283,occasional,2020-10-25,uber
8,60.382158736056745,occasional,2020-10-25,uber
7,48.69357415999121,occasional,2020-10-25,uber
19,57.872743185693054,occasional,2020-10-25,uber
10,10.395815299408868,occasional,2020-10-25,uber
15,49.719947153021764,occasional,2020-10-25,uber
7,26.716094235279684,occasional,2020-10-25,uber
4,28.163688780726325,occasional,2020-10-25,uber
12,74.27197393396668,occasional,2020-10-25,uber
11,44.098287510515945,occasional,2020-10-25,uber
10,27.89840447239682,occasional,2020-10-25,uber
2,8.104502445729786,occasional,2020-10-25,uber
5,16.037420577772973,occasional,2020-10-25,uber
11,35.99482505298751,occasional,2020-10-25,uber
1,3.3366640636466824,occasional,2020-10-25,uber
5,24.198959026445095,occasional,2020-10-25,uber
2,5.774350991444133,occasional,2020-10-25,uber
8,16.088694781561436,occasional,2020-10-25,uber
5,23.229550774512763,occasional,2020-10-25,uber
1,4.273926262672128,occasional,2020-10-25,uber
13,78.36720460924946,occasional,2020-10-25,uber
8,40.40657314237606,occasional,2020-10-25,uber
4,17.028525575477403,occasional,2020-10-25,uber
4,13.03194017593119,occasional,2020-10-25,uber
17,47.295344253175195,occasional,2020-10-25,uber
5,9.834866485833862,occasional,2020-10-25,uber
7,15.534823063062973,occasional,2020-10-25,uber
9,35.84602692315664,occasional,2020-10-25,uber
11,54.046206368641464,occasional,2020-10-25,uber
10,41.62471343174785,occasional,2020-10-25,uber
14,89.0381064459736,occasional,2020-10-25,uber
3,11.523380066118374,occasional,2020-10-25,uber
5,12.228662707533196,occasional,2020-10-25,uber
5,12.202468347889898,occasional,2020-10-25,uber
4,25.373839076678458,occasional,2020-10-25,uber
6,25.22802961385383,occasional,2020-10-25,uber
3,11.446884895944992,occasional,2020-10-25,uber
3,11.921492593107187,occasional,2020-10-25,uber
10,48.016693693878246,occasional,2020-10-25,uber
9,24.308799211599037,occasional,2020-10-25,uber
8,37.767760384354474,occasional,2020-10-25,uber
5,31.31095029524447,occasional,2020-10-25,uber
4,14.520093651850194,occasional,2020-10-25,uber
4,9.783395724269523,occasional,2020-10-25,uber
7,15.736059861956146,occasional,2020-10-25,uber
8,38.31974793675437,occasional,2020-10-25,uber
11,59.15380060125898,occasional,2020-10-25,uber
8,24.534205225048474,occasional,2020-10-25,uber
10,47.35581834995641,occasional,2020-10-25,uber
7,25.483570816130833,occasional,2020-10-25,uber
11,41.9660184072616,occasional,2020-10-25,uber
13,93.59370940945385,occasional,2020-10-25,uber
5,25.736586562338196,occasional,2020-10-25,uber
14,85.30858537852836,occasional,2020-10-25,uber
1,4.700034647088437,occasional,2020-10-25,uber
2,7.889291629796727,occasional,2020-10-25,uber
7,35.592253456451274,occasional,2020-10-25,uber
7,29.391779408592626,occasional,2020-10-25,uber
6,34.5415901462596,occasional,2020-10-25,uber
6,28.13670434192097,occasional,2020-10-25,uber
10,54.712201831018746,occasional,2020-10-25,uber
12,56.38301669552313,occasional,2020-10-25,uber
10,43.20253226387773,occasional,2020-10-25,uber
5,36.261858732283436,occasional,2020-10-25,uber
6,18.3166680749857,occasional,2020-10-25,uber
5,21.146182052913524,occasional,2020-10-25,uber
5,20.102744878418804,occasional,2020-10-25,uber
4,14.698079226632432,occasional,2020-10-25,uber
8,43.35255526860684,occasional,2020-10-25,uber
5,41.98824755002235,occasional,2020-10-25,uber
18,36.403218598791554,occasional,2020-10-25,uber
6,17.522550381015026,occasional,2020-10-25,uber
15,25.95271011339114,occasional,2020-10-25,uber
4,12.617147403607866,occasional,2020-10-25,uber
5,9.31543116298516,occasional,2020-10-25,uber
21,33.45770668718809,part_time,2020-11-01,uber
25,53.75429455138556,part_time,2020-11-01,uber
23,122.71328823914654,part_time,2020-11-01,uber
31,134.18700826478758,part_time,2020-11-01,uber
14,41.12326465068686,part_time,2020-11-01,uber
23,118.62825801385954,part_time,2020-11-01,uber
24,81.22079688069145,part_time,2020-11-01,uber
19,102.51042256923795,part_time,2020-11-01,uber
13,102.56018987256925,part_time,2020-11-01,uber
10,50.17777322067122,part_time,2020-11-01,uber
21,76.43158515358438,part_time,2020-11-01,uber
23,106.3589660767887,part_time,2020-11-01,uber
15,86.33991281985067,part_time,2020-11-01,uber
11,43.618080932378724,part_time,2020-11-01,uber
17,75.90494048287067,part_time,2020-11-01,uber
24,55.32172244241579,part_time,2020-11-01,uber
28,54.54638690943187,part_time,2020-11-01,uber
15,79.10994344605324,part_time,2020-11-01,uber
38,108.27695721617258,part_time,2020-11-01,uber
20,104.74632927632194,part_time,2020-11-01,uber
31,138.9011473557705,part_time,2020-11-01,uber
23,80.03946644086072,part_time,2020-11-01,uber
20,50.885386271003206,part_time,2020-11-01,uber
15,78.7581678755572,part_time,2020-11-01,uber
19,52.658743873077455,part_time,2020-11-01,uber
19,76.61430940784743,part_time,2020-11-01,uber
22,94.26074393486996,part_time,2020-11-01,uber
19,63.783361368166716,part_time,2020-11-01,uber
15,65.44684591344483,part_time,2020-11-01,uber
23,88.75159241465552,part_time,2020-11-01,uber
17,81.87717053499966,part_time,2020-11-01,uber
27,96.89630464497274,part_time,2020-11-01,uber
19,47.88570171020204,part_time,2020-11-01,uber
17,65.10686473544922,part_time,2020-11-01,uber
18,68.6612540210174,part_time,2020-11-01,uber
24,71.85526220749182,part_time,2020-11-01,uber
21,59.77236549125777,part_time,2020-11-01,uber
35,73.20487512076755,part_time,2020-11-01,uber
23,78.14483668220153,part_time,2020-11-01,uber
9,49.56845074020921,part_time,2020-11-01,uber
18,97.58601150756547,part_time,2020-11-01,uber
36,327.4173145412737,part_time,2020-11-01,uber
15,61.000448105728864,part_time,2020-11-01,uber
22,128.46179030944268,part_time,2020-11-01,uber
32,122.70703774930696,part_time,2020-11-01,uber
22,110.01346349418769,part_time,2020-11-01,uber
23,92.66426838990286,part_time,2020-11-01,uber
22,74.46514657281543,part_time,2020-11-01,uber
14,41.07003464788184,part_time,2020-11-01,uber
25,81.52419183831721,part_time,2020-11-01,uber
40,144.36016972522927,part_time,2020-11-01,uber
22,62.13778934160426,part_time,2020-11-01,uber
12,29.191356272235076,part_time,2020-11-01,uber
22,93.60943030886996,part_time,2020-11-01,uber
17,21.578543240346193,part_time,2020-11-01,uber
8,33.110694486105075,part_time,2020-11-01,uber
15,89.3334350581512,part_time,2020-11-01,uber
16,81.23208637344888,part_time,2020-11-01,uber
18,33.856184980803846,part_time,2020-11-01,uber
22,76.85106341885749,part_time,2020-11-01,uber
17,53.01242445700343,part_time,2020-11-01,uber
29,103.68687800694062,part_time,2020-11-01,uber
17,81.73280883557308,part_time,2020-11-01,uber
11,50.75170672436659,part_time,2020-11-01,uber
10,48.562004672953776,part_time,2020-11-01,uber
25,128.7063752367558,part_time,2020-11-01,uber
19,87.85970613052088,part_time,2020-11-01,uber
27,234.2725056820072,part_time,2020-11-01,uber
31,99.15846417746124,part_time,2020-11-01,uber
16,50.00731525815211,part_time,2020-11-01,uber
19,59.43920284713239,part_time,2020-11-01,uber
25,74.14682191869481,part_time,2020-11-01,uber
17,36.399884859950596,part_time,2020-11-01,uber
23,94.47398775507257,part_time,2020-11-01,uber
15,56.800716923614246,part_time,2020-11-01,uber
12,53.05281027638948,part_time,2020-11-01,uber
14,49.758332619136624,part_time,2020-11-01,uber
15,30.223531852643255,part_time,2020-11-01,uber
18,41.09138644587466,part_time,2020-11-01,uber
18,47.693666637404924,part_time,2020-11-01,uber
29,117.46896371096116,part_time,2020-11-01,uber
26,35.742544631602854,part_time,2020-11-01,uber
25,62.49928567345536,part_time,2020-11-01,uber
23,66.49381573048234,part_time,2020-11-01,uber
19,91.84545463304526,part_time,2020-11-01,uber
20,125.27685397906072,part_time,2020-11-01,uber
32,173.0923968695636,part_time,2020-11-01,uber
16,56.25664516697979,part_time,2020-11-01,uber
19,97.89047096211928,part_time,2020-11-01,uber
22,59.10014034962572,part_time,2020-11-01,uber
22,95.49992839256174,part_time,2020-11-01,uber
19,79.09058683022273,part_time,2020-11-01,uber
15,70.43916408184481,part_time,2020-11-01,uber
14,78.17620387169349,part_time,2020-11-01,uber
20,76.79044031041725,part_time,2020-11-01,uber
9,32.458144575961015,part_time,2020-11-01,uber
24,112.03083276002367,part_time,2020-11-01,uber
22,80.05926618929209,part_time,2020-11-01,uber
20,106.29917394504444,part_time,2020-11-01,uber
15,53.93457647874308,part_time,2020-11-01,uber
11,44.566885875382965,part_time,2020-11-01,uber
25,60.111298562805096,part_time,2020-11-01,uber
19,42.37081162543968,part_time,2020-11-01,uber
18,114.50150231862074,part_time,2020-11-01,uber
19,52.24205425507834,part_time,2020-11-01,uber
16,66.0061887253396,part_time,2020-11-01,uber
27,90.44936768760961,part_time,2020-11-01,uber
12,78.54290114013494,part_time,2020-11-01,uber
8,18.656678022394427,part_time,2020-11-01,uber
16,63.321664197490136,part_time,2020-11-01,uber
33,109.48442540148336,part_time,2020-11-01,uber
12,45.37547776152187,part_time,2020-11-01,uber
18,92.07907066410735,part_time,2020-11-01,uber
21,93.33477796572262,part_time,2020-11-01,uber
14,76.94022958418911,part_time,2020-11-01,uber
11,50.421305165348635,part_time,2020-11-01,uber
20,86.98710308646504,part_time,2020-11-01,uber
18,99.78517212013449,part_time,2020-11-01,uber
27,126.15490655548147,part_time,2020-11-01,uber
19,82.73854292826697,part_time,2020-11-01,uber
18,71.42364329414082,part_time,2020-11-01,uber
16,77.61444840933473,part_time,2020-11-01,uber
18,120.09259853364891,part_time,2020-11-01,uber
19,64.56913342673612,part_time,2020-11-01,uber
20,68.68624405818952,part_time,2020-11-01,uber
6,16.071744814321775,part_time,2020-11-01,uber
19,58.471319542516135,part_time,2020-11-01,uber
21,93.638930392501,part_time,2020-11-01,uber
14,40.19038216126673,part_time,2020-11-01,uber
16,53.539891541116525,part_time,2020-11-01,uber
14,40.054016081525475,part_time,2020-11-01,uber
16,41.23670666600893,part_time,2020-11-01,uber
13,25.70526086033551,part_time,2020-11-01,uber
22,57.715302324930136,part_time,2020-11-01,uber
18,106.19760071765319,part_time,2020-11-01,uber
15,59.71113388605133,part_time,2020-11-01,uber
24,155.00935112159206,part_time,2020-11-01,uber
23,137.57886316364178,part_time,2020-11-01,uber
29,113.93964534143645,part_time,2020-11-01,uber
11,61.083705076541314,part_time,2020-11-01,uber
18,84.60113493928107,part_time,2020-11-01,uber
24,67.29296804183679,part_time,2020-11-01,uber
15,30.176826563735716,part_time,2020-11-01,uber
27,136.0534513873565,part_time,2020-11-01,uber
33,110.95279424867284,part_time,2020-11-01,uber
21,83.31559686669443,part_time,2020-11-01,uber
22,84.86292282443694,part_time,2020-11-01,uber
20,66.64942624469273,part_time,2020-11-01,uber
16,89.23936175791417,part_time,2020-11-01,uber
11,24.030334711982434,part_time,2020-11-01,uber
18,52.33465128943794,part_time,2020-11-01,uber
21,30.132654991469003,part_time,2020-11-01,uber
33,88.21409797192183,part_time,2020-11-01,uber
11,22.19659617043231,part_time,2020-11-01,uber
19,71.75525991058493,part_time,2020-11-01,uber
18,54.935472023384534,part_time,2020-11-01,uber
7,25.96721124973458,part_time,2020-11-01,uber
22,152.4332377632751,part_time,2020-11-01,uber
18,79.03834650624043,part_time,2020-11-01,uber
22,92.58163748528192,part_time,2020-11-01,uber
21,103.7595412973656,part_time,2020-11-01,uber
25,106.69257734560034,part_time,2020-11-01,uber
29,129.605167937264,part_time,2020-11-01,uber
17,40.78702042395217,part_time,2020-11-01,uber
27,85.53926736854635,part_time,2020-11-01,uber
30,124.34134316153586,part_time,2020-11-01,uber
21,62.92212916167758,part_time,2020-11-01,uber
11,61.601303599797575,part_time,2020-11-01,uber
20,128.553842433539,part_time,2020-11-01,uber
22,36.16166226667137,part_time,2020-11-01,uber
10,33.91131841938126,part_time,2020-11-01,uber
21,81.72839679635885,part_time,2020-11-01,uber
18,63.93219680778809,part_time,2020-11-01,uber
14,65.8458805089268,part_time,2020-11-01,uber
35,123.04276883808768,part_time,2020-11-01,uber
29,65.78626766703499,part_time,2020-11-01,uber
13,49.434818162115626,part_time,2020-11-01,uber
15,37.78126837853487,part_time,2020-11-01,uber
14,69.80816469138391,part_time,2020-11-01,uber
18,99.26078958829942,part_time,2020-11-01,uber
21,69.6160454351307,part_time,2020-11-01,uber
24,78.19006189181718,part_time,2020-11-01,uber
25,67.68477138460938,part_time,2020-11-01,uber
7,25.63489419880421,part_time,2020-11-01,uber
21,102.6798764693869,part_time,2020-11-01,uber
21,95.45073517766272,part_time,2020-11-01,uber
17,67.02803486012894,part_time,2020-11-01,uber
16,45.24901038627249,part_time,2020-11-01,uber
18,103.76087646445951,part_time,2020-11-01,uber
18,86.87756361708948,part_time,2020-11-01,uber
23,61.8176034362869,part_time,2020-11-01,uber
14,14.834979743973665,part_time,2020-11-01,uber
16,58.70108711508544,part_time,2020-11-01,uber
16,69.08414783281586,part_time,2020-11-01,uber
26,87.26065667623095,part_time,2020-11-01,uber
40,53.97221630328822,part_time,2020-11-01,uber
25,83.76620362760265,part_time,2020-11-01,uber
25,132.46792385788467,part_time,2020-11-01,uber
19,51.69399929429752,part_time,2020-11-01,uber
20,111.29903735658891,part_time,2020-11-01,uber
21,70.94155340062738,part_time,2020-11-01,uber
18,98.82343174988985,part_time,2020-11-01,uber
24,55.402300651547634,part_time,2020-11-01,uber
12,69.23062428402544,part_time,2020-11-01,uber
22,93.36895426370295,part_time,2020-11-01,uber
14,55.7515155421071,part_time,2020-11-01,uber
29,139.43548543551736,part_time,2020-11-01,uber
18,56.5046608963202,part_time,2020-11-01,uber
17,86.19967497149909,part_time,2020-11-01,uber
13,44.486754914642724,part_time,2020-11-01,uber
13,63.77492393228933,part_time,2020-11-01,uber
13,41.96730486130885,part_time,2020-11-01,uber
15,102.48902053803835,part_time,2020-11-01,uber
16,91.27982045228076,part_time,2020-11-01,uber
17,60.040874446244565,part_time,2020-11-01,uber
16,56.171202165763425,part_time,2020-11-01,uber
18,49.156439312723194,part_time,2020-11-01,uber
9,37.495423231170136,part_time,2020-11-01,uber
12,37.16992280495015,part_time,2020-11-01,uber
18,79.58214205112397,part_time,2020-11-01,uber
18,100.0263010580974,part_time,2020-11-01,uber
13,34.83184466513811,part_time,2020-11-01,uber
11,44.35258960831044,part_time,2020-11-01,uber
22,124.97056369386212,part_time,2020-11-01,uber
33,75.267411086644,part_time,2020-11-01,uber
12,27.30614064521654,part_time,2020-11-01,uber
30,71.15135716768533,part_time,2020-11-01,uber
20,116.83776706084487,part_time,2020-11-01,uber
22,95.01297932246806,part_time,2020-11-01,uber
23,94.08403183469045,part_time,2020-11-01,uber
27,95.4634320677777,part_time,2020-11-01,uber
17,21.144386720177707,part_time,2020-11-01,uber
19,48.45003833890165,part_time,2020-11-01,uber
18,63.35418501272958,part_time,2020-11-01,uber
12,63.637548293244336,part_time,2020-11-01,uber
14,56.60022294073285,part_time,2020-11-01,uber
23,109.05295885066035,part_time,2020-11-01,uber
21,55.24777017647527,part_time,2020-11-01,uber
9,25.907745350934068,part_time,2020-11-01,uber
12,58.40304026585079,part_time,2020-11-01,uber
21,85.51810416768797,part_time,2020-11-01,uber
24,93.44466613595709,part_time,2020-11-01,uber
19,69.65191193454052,part_time,2020-11-01,uber
21,50.886660736282906,part_time,2020-11-01,uber
25,93.11065493851335,part_time,2020-11-01,uber
9,49.69946406968623,part_time,2020-11-01,uber
29,84.19571764883014,part_time,2020-11-01,uber
23,101.43912094681255,part_time,2020-11-01,uber
33,219.56320442705146,part_time,2020-11-01,uber
22,70.41928537990579,part_time,2020-11-01,uber
16,49.75617306891593,part_time,2020-11-01,uber
16,71.4719168765207,part_time,2020-11-01,uber
29,119.72501155921223,part_time,2020-11-01,uber
17,58.51243020996638,part_time,2020-11-01,uber
23,99.59688042325544,part_time,2020-11-01,uber
25,92.6612247090776,part_time,2020-11-01,uber
22,81.28915401347352,part_time,2020-11-01,uber
21,79.61068392447349,part_time,2020-11-01,uber
24,67.49569139965126,part_time,2020-11-01,uber
30,109.39848830966635,part_time,2020-11-01,uber
17,55.36920871729455,part_time,2020-11-01,uber
13,24.837545392641314,part_time,2020-11-01,uber
27,61.77602876922693,part_time,2020-11-01,uber
16,90.41685051420087,part_time,2020-11-01,uber
16,74.18653676147866,part_time,2020-11-01,uber
16,38.36332493087353,part_time,2020-11-01,uber
17,38.3832172064654,part_time,2020-11-01,uber
24,69.90484827178932,part_time,2020-11-01,uber
19,76.77720290315004,part_time,2020-11-01,uber
18,52.874428332247874,part_time,2020-11-01,uber
27,74.843529038994,part_time,2020-11-01,uber
19,37.39276011493871,part_time,2020-11-01,uber
18,66.73243995974836,part_time,2020-11-01,uber
25,65.034321060412,part_time,2020-11-01,uber
13,58.237647619720605,part_time,2020-11-01,uber
24,88.54032929920898,part_time,2020-11-01,uber
31,116.5344339967165,part_time,2020-11-01,uber
17,81.81264998977205,part_time,2020-11-01,uber
15,47.143961016863614,part_time,2020-11-01,uber
21,129.331063762029,part_time,2020-11-01,uber
27,103.91632741070454,part_time,2020-11-01,uber
10,21.44516104512167,part_time,2020-11-01,uber
16,81.18890270605407,part_time,2020-11-01,uber
23,41.72711535293036,part_time,2020-11-01,uber
15,48.513991467130275,part_time,2020-11-01,uber
20,106.18156155293642,part_time,2020-11-01,uber
17,68.50198912272121,part_time,2020-11-01,uber
12,35.193518820306174,part_time,2020-11-01,uber
20,85.36153312836524,part_time,2020-11-01,uber
31,108.13340758282348,part_time,2020-11-01,uber
20,75.93976225222346,part_time,2020-11-01,uber
12,34.28435282160691,part_time,2020-11-01,uber
20,120.54172660990174,part_time,2020-11-01,uber
17,143.6928391255958,part_time,2020-11-01,uber
10,48.76143282991912,part_time,2020-11-01,uber
22,65.5427911259046,part_time,2020-11-01,uber
17,107.44022167142663,part_time,2020-11-01,uber
31,229.57264618013255,part_time,2020-11-01,uber
18,64.63268395939238,part_time,2020-11-01,uber
23,143.59007863303782,part_time,2020-11-01,uber
13,73.14722275261694,part_time,2020-11-01,uber
28,88.78226655086141,part_time,2020-11-01,uber
21,98.47003935818859,part_time,2020-11-01,uber
31,133.22038999691262,part_time,2020-11-01,uber
27,93.90583540276617,part_time,2020-11-01,uber
10,34.654315344627335,part_time,2020-11-01,uber
25,136.68125349102834,part_time,2020-11-01,uber
20,89.35219288627054,part_time,2020-11-01,uber
15,44.8024370658066,part_time,2020-11-01,uber
26,105.1121189022494,part_time,2020-11-01,uber
28,137.6113862795845,part_time,2020-11-01,uber
22,149.47442564941088,part_time,2020-11-01,uber
24,152.6620543523464,part_time,2020-11-01,uber
18,86.88233349967692,part_time,2020-11-01,uber
18,73.88105998790634,part_time,2020-11-01,uber
16,66.14375394145456,part_time,2020-11-01,uber
32,197.87326137061675,part_time,2020-11-01,uber
17,34.417782735456036,part_time,2020-11-01,uber
16,37.06618587503243,part_time,2020-11-01,uber
21,75.54308468357169,part_time,2020-11-01,uber
15,41.07212584631495,part_time,2020-11-01,uber
24,91.96863822919978,part_time,2020-11-01,uber
19,43.05397688284403,part_time,2020-11-01,uber
24,75.1342826888798,part_time,2020-11-01,uber
19,58.96833145890416,part_time,2020-11-01,uber
27,178.1556155546444,part_time,2020-11-01,uber
18,49.43644732146253,part_time,2020-11-01,uber
22,78.96955647229976,part_time,2020-11-01,uber
12,61.66610714960444,part_time,2020-11-01,uber
22,113.87802626313572,part_time,2020-11-01,uber
25,127.22219083904302,part_time,2020-11-01,uber
18,47.07287046943472,part_time,2020-11-01,uber
26,183.03694125468968,part_time,2020-11-01,uber
13,44.089528655597825,part_time,2020-11-01,uber
24,79.67390510686616,part_time,2020-11-01,uber
15,82.70828656829907,part_time,2020-11-01,uber
26,73.6562696453267,part_time,2020-11-01,uber
17,52.16048905387886,part_time,2020-11-01,uber
16,90.86371215775003,part_time,2020-11-01,uber
12,56.27688342069931,part_time,2020-11-01,uber
17,54.491159549805516,part_time,2020-11-01,uber
13,56.030573208460254,part_time,2020-11-01,uber
10,25.63584297687528,part_time,2020-11-01,uber
14,56.253485382195,part_time,2020-11-01,uber
27,65.12032706365011,part_time,2020-11-01,uber
15,40.334003566149796,part_time,2020-11-01,uber
18,40.7352976506797,part_time,2020-11-01,uber
20,101.3575926872199,part_time,2020-11-01,uber
19,47.557605927678985,part_time,2020-11-01,uber
34,162.1764568162447,part_time,2020-11-01,uber
17,48.156069628821086,part_time,2020-11-01,uber
20,77.65294755130184,part_time,2020-11-01,uber
19,96.8589011235484,part_time,2020-11-01,uber
17,44.96794947318441,part_time,2020-11-01,uber
19,68.13496618687773,part_time,2020-11-01,uber
17,56.826542130925596,part_time,2020-11-01,uber
24,76.4755518609039,part_time,2020-11-01,uber
20,83.08842537227991,part_time,2020-11-01,uber
11,22.56261527642112,part_time,2020-11-01,uber
15,89.6534192981136,part_time,2020-11-01,uber
20,79.46481578644456,part_time,2020-11-01,uber
26,70.52641784539112,part_time,2020-11-01,uber
17,49.52482009373073,part_time,2020-11-01,uber
15,51.18003274218874,part_time,2020-11-01,uber
22,166.10102137329542,part_time,2020-11-01,uber
14,47.53016745377804,part_time,2020-11-01,uber
19,48.772107343115984,part_time,2020-11-01,uber
23,122.2037972663716,part_time,2020-11-01,uber
24,81.8559592402714,part_time,2020-11-01,uber
25,65.14189545151588,part_time,2020-11-01,uber
14,66.48606932970901,part_time,2020-11-01,uber
12,50.70091361477623,part_time,2020-11-01,uber
23,105.9563948030826,part_time,2020-11-01,uber
12,42.04207214597133,part_time,2020-11-01,uber
26,155.21624221664476,part_time,2020-11-01,uber
24,135.42327672597625,part_time,2020-11-01,uber
20,91.11527178424228,part_time,2020-11-01,uber
12,22.110283472348442,part_time,2020-11-01,uber
15,52.522667940167196,part_time,2020-11-01,uber
13,94.58016490783596,part_time,2020-11-01,uber
29,112.84223988963576,part_time,2020-11-01,uber
21,65.4636946966055,part_time,2020-11-01,uber
29,160.01690945750425,part_time,2020-11-01,uber
26,108.50280785518336,part_time,2020-11-01,uber
16,92.64140070300965,part_time,2020-11-01,uber
28,147.7351096605035,part_time,2020-11-01,uber
14,56.81454155734601,part_time,2020-11-01,uber
16,61.97034978849892,part_time,2020-11-01,uber
31,66.4522000166687,part_time,2020-11-01,uber
17,83.23173736515913,part_time,2020-11-01,uber
15,91.08262694914026,part_time,2020-11-01,uber
13,64.82553743510628,part_time,2020-11-01,uber
8,42.06726636507995,part_time,2020-11-01,uber
26,88.60060379007886,part_time,2020-11-01,uber
30,142.0049424931441,part_time,2020-11-01,uber
26,80.88518901700307,part_time,2020-11-01,uber
15,82.12603983570072,part_time,2020-11-01,uber
16,70.79220888485364,part_time,2020-11-01,uber
13,41.806655191799074,part_time,2020-11-01,uber
27,80.57932195159343,part_time,2020-11-01,uber
19,68.12323773801747,part_time,2020-11-01,uber
16,49.79071750309776,part_time,2020-11-01,uber
9,33.43978563685773,part_time,2020-11-01,uber
16,70.29234069325358,part_time,2020-11-01,uber
27,129.21341326984657,part_time,2020-11-01,uber
15,36.509628814126806,part_time,2020-11-01,uber
13,32.508430484216504,part_time,2020-11-01,uber
13,81.39406833334408,part_time,2020-11-01,uber
25,131.3535874647444,part_time,2020-11-01,uber
19,70.495657604352,part_time,2020-11-01,uber
15,62.71154472695689,part_time,2020-11-01,uber
17,96.46890408825502,part_time,2020-11-01,uber
25,184.10900271386618,part_time,2020-11-01,uber
23,75.990393013977,part_time,2020-11-01,uber
17,61.50490596384485,part_time,2020-11-01,uber
23,27.566268823526105,part_time,2020-11-01,uber
16,55.16477866459343,part_time,2020-11-01,uber
16,69.56090158510922,part_time,2020-11-01,uber
24,111.76608957381825,part_time,2020-11-01,uber
19,54.0663133662796,part_time,2020-11-01,uber
14,69.12482294152866,part_time,2020-11-01,uber
24,49.630825953756656,part_time,2020-11-01,uber
23,53.672268506331,part_time,2020-11-01,uber
13,106.02009153482848,part_time,2020-11-01,uber
22,72.42470898012213,part_time,2020-11-01,uber
25,68.82225698191117,part_time,2020-11-01,uber
23,47.544282521184265,part_time,2020-11-01,uber
18,62.46329124729643,part_time,2020-11-01,uber
21,80.95519118263597,part_time,2020-11-01,uber
22,200.2846838664671,part_time,2020-11-01,uber
14,45.36601754479837,part_time,2020-11-01,uber
22,46.18253159802922,part_time,2020-11-01,uber
11,30.324854995895855,part_time,2020-11-01,uber
25,64.63617595244638,part_time,2020-11-01,uber
16,61.44310325176011,part_time,2020-11-01,uber
21,73.84309207163199,part_time,2020-11-01,uber
14,34.85156685755695,part_time,2020-11-01,uber
23,99.35924415270799,part_time,2020-11-01,uber
23,90.4851956251106,part_time,2020-11-01,uber
30,189.4842121179187,full_time,2020-11-01,uber
21,87.18063635160988,full_time,2020-11-01,uber
40,212.30979938364243,full_time,2020-11-01,uber
42,294.021011319881,full_time,2020-11-01,uber
33,170.52237671863858,full_time,2020-11-01,uber
33,141.73588910049807,full_time,2020-11-01,uber
46,261.8483768881997,full_time,2020-11-01,uber
36,221.80499070682674,full_time,2020-11-01,uber
30,196.7293841641506,full_time,2020-11-01,uber
34,196.08404126431773,full_time,2020-11-01,uber
39,263.47887209428916,full_time,2020-11-01,uber
38,200.56190385478317,full_time,2020-11-01,uber
52,404.78334538592225,full_time,2020-11-01,uber
38,236.85419623570522,full_time,2020-11-01,uber
47,231.12065296465343,full_time,2020-11-01,uber
37,162.01627676763184,full_time,2020-11-01,uber
38,158.76201025221485,full_time,2020-11-01,uber
35,168.0043273070315,full_time,2020-11-01,uber
35,170.58416708817526,full_time,2020-11-01,uber
44,212.01212248321602,full_time,2020-11-01,uber
37,175.4546883088472,full_time,2020-11-01,uber
27,105.99026380626617,full_time,2020-11-01,uber
31,122.82594888934796,full_time,2020-11-01,uber
36,174.10482716729203,full_time,2020-11-01,uber
35,191.5147479818016,full_time,2020-11-01,uber
43,184.50899296758692,full_time,2020-11-01,uber
37,147.51342557985245,full_time,2020-11-01,uber
34,158.97271600667978,full_time,2020-11-01,uber
45,205.828749996955,full_time,2020-11-01,uber
